,Unnamed: 0,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source hostname,Destination hostname,Source port,Destination port,Destination service,Direction,Connections built,Connections torn down,Date,Time,cat_src,cat_dst
1404,1083798,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,(empty),(empty),6667,2099,2099_tcp,inbound,0,0,2012-04-06,12:38:01,ext_website,ext_website
1405,1084012,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,3309,3309_tcp,inbound,0,0,2012-04-06,12:38:21,ext_website,ext_website
1406,1084100,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,50368,50368_tcp,inbound,0,0,2012-04-06,12:38:40,ext_website,ext_website
1407,1084210,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,17127,17127_tcp,inbound,0,0,2012-04-06,12:39:41,ext_website,ext_website
1408,1086571,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,59066,59066_tcp,inbound,0,0,2012-04-06,12:49:40,ext_website,ext_website
1409,1086747,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,34213,34213_tcp,inbound,0,0,2012-04-06,12:51:13,ext_website,ext_website
1410,1087070,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,23863,23863_tcp,inbound,0,0,2012-04-06,12:53:20,ext_website,ext_website
1411,1087866,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,21879,21879_tcp,inbound,0,0,2012-04-06,12:56:21,ext_website,ext_website
1412,1088813,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,45515,45515_tcp,inbound,0,0,2012-04-06,12:59:40,ext_website,ext_website
1413,1089110,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,34432,34432_tcp,inbound,0,0,2012-04-06,13:02:20,ext_website,ext_website
1414,1089373,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,5011,5011_tcp,inbound,0,0,2012-04-06,13:02:41,ext_website,ext_website
1415,1090105,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,29392,29392_tcp,inbound,0,0,2012-04-06,13:06:41,ext_website,ext_website
1416,1090112,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,61917,61917_tcp,inbound,0,0,2012-04-06,13:06:41,ext_website,ext_website
1417,1090318,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,15898,15898_tcp,inbound,0,0,2012-04-06,13:07:40,ext_website,ext_website
1418,1091734,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,42929,42929_tcp,inbound,0,0,2012-04-06,13:14:20,ext_website,ext_website
1419,1092567,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,64937,64937_tcp,inbound,0,0,2012-04-06,13:18:41,ext_website,ext_website
1420,1092787,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,54479,54479_tcp,inbound,0,0,2012-04-06,13:19:13,ext_website,ext_website
1421,1093519,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,64547,64547_tcp,inbound,0,0,2012-04-06,13:22:40,ext_website,ext_website
1422,1093531,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,46787,46787_tcp,inbound,0,0,2012-04-06,13:22:43,ext_website,ext_website
1423,1095040,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,9883,9883_tcp,inbound,0,0,2012-04-06,13:30:22,ext_website,ext_website
1424,1096074,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,46225,46225_tcp,inbound,0,0,2012-04-06,13:34:40,ext_website,ext_website
1425,1096229,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,15989,15989_tcp,inbound,0,0,2012-04-06,13:35:22,ext_website,ext_website
1426,1097011,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,19380,19380_tcp,inbound,0,0,2012-04-06,13:38:40,ext_website,ext_website
1427,1097688,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,14591,14591_tcp,inbound,0,0,2012-04-06,13:41:41,ext_website,ext_website
1428,1098090,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,17113,17113_tcp,inbound,0,0,2012-04-06,13:43:41,ext_website,ext_website
1429,1098409,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,52713,52713_tcp,inbound,0,0,2012-04-06,13:45:20,ext_website,ext_website
1430,1098955,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,32281,32281_tcp,inbound,0,0,2012-04-06,13:47:40,ext_website,ext_website
1431,1099374,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,9858,9858_tcp,inbound,0,0,2012-04-06,13:49:40,ext_website,ext_website
1432,1099842,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,45388,45388_tcp,inbound,0,0,2012-04-06,13:51:44,ext_website,ext_website
1433,1100266,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,22985,22985_tcp,inbound,0,0,2012-04-06,13:53:41,ext_website,ext_website
1434,1100992,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,(empty),(empty),6667,8126,8126_tcp,inbound,0,0,2012-04-06,13:57:13,ext_website,ext_website
1435,1102324,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,48512,48512_tcp,inbound,0,0,2012-04-06,14:03:14,ext_website,ext_website
1436,1102987,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,38928,38928_tcp,inbound,0,0,2012-04-06,14:06:21,ext_website,ext_website
1437,1103116,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,26872,26872_tcp,inbound,0,0,2012-04-06,14:06:40,ext_website,ext_website
1438,1103341,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,39694,39694_tcp,inbound,0,0,2012-04-06,14:08:02,ext_website,ext_website
1439,1104379,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,56653,56653_tcp,inbound,0,0,2012-04-06,14:12:41,ext_website,ext_website
1440,1105205,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,54630,54630_tcp,inbound,0,0,2012-04-06,14:16:41,ext_website,ext_website
1441,1105307,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,36569,36569_tcp,inbound,0,0,2012-04-06,14:17:21,ext_website,ext_website
1442,1105892,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,27294,27294_tcp,inbound,0,0,2012-04-06,14:20:40,ext_website,ext_website
1443,1106578,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,31366,31366_tcp,inbound,0,0,2012-04-06,14:27:43,ext_website,ext_website
1444,1106676,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,51153,51153_tcp,inbound,0,0,2012-04-06,14:30:13,ext_website,ext_website
1445,1106679,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,19631,19631_tcp,inbound,0,0,2012-04-06,14:30:21,ext_website,ext_website
1446,1106720,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,36431,36431_tcp,inbound,0,0,2012-04-06,14:31:40,ext_website,ext_website
1447,1106879,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,57516,57516_tcp,inbound,0,0,2012-04-06,14:36:40,ext_website,ext_website
1448,1106964,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,48018,48018_tcp,inbound,0,0,2012-04-06,14:38:43,ext_website,ext_website
1449,1106997,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,35359,35359_tcp,inbound,0,0,2012-04-06,14:39:41,ext_website,ext_website
1450,1106998,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,17589,17589_tcp,inbound,0,0,2012-04-06,14:39:41,ext_website,ext_website
1451,1107031,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,32613,32613_tcp,inbound,0,0,2012-04-06,14:40:41,ext_website,ext_website
1452,1107137,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,8660,8660_tcp,inbound,0,0,2012-04-06,14:43:40,ext_website,ext_website
1453,1107214,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,22840,22840_tcp,inbound,0,0,2012-04-06,14:46:14,ext_website,ext_website
1454,1107245,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,53790,53790_tcp,inbound,0,0,2012-04-06,14:47:20,ext_website,ext_website
1455,1107355,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,14714,14714_tcp,inbound,0,0,2012-04-06,14:50:40,ext_website,ext_website
1456,1107356,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,19773,19773_tcp,inbound,0,0,2012-04-06,14:50:40,ext_website,ext_website
1457,1107362,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,54023,54023_tcp,inbound,0,0,2012-04-06,14:50:42,ext_website,ext_website
1458,1107439,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,7522,7522_tcp,inbound,0,0,2012-04-06,14:53:20,ext_website,ext_website
1459,1107462,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,33205,33205_tcp,inbound,0,0,2012-04-06,14:54:13,ext_website,ext_website
1460,1107504,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,62700,62700_tcp,inbound,0,0,2012-04-06,14:55:41,ext_website,ext_website
1461,1107649,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,34130,34130_tcp,inbound,0,0,2012-04-06,14:59:41,ext_website,ext_website
1462,1107671,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,6054,6054_tcp,inbound,0,0,2012-04-06,15:00:21,ext_website,ext_website
1463,1107695,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),15875,113,auth,inbound,0,0,2012-04-06,15:01:11,ext_website,ext_website
1464,1107699,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),15817,113,auth,inbound,0,0,2012-04-06,15:01:16,ext_website,ext_website
1465,1107721,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,53613,53613_tcp,inbound,0,0,2012-04-06,15:01:44,ext_website,ext_website
1466,1107737,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,26971,26971_tcp,inbound,0,0,2012-04-06,15:02:21,ext_website,ext_website
1467,1107821,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,61055,61055_tcp,inbound,0,0,2012-04-06,15:05:13,ext_website,ext_website
1468,1107830,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,15951,15951_tcp,inbound,0,0,2012-04-06,15:05:40,ext_website,ext_website
1469,1108079,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,29777,29777_tcp,inbound,0,0,2012-04-06,15:14:41,ext_website,ext_website
1470,1108132,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,31495,31495_tcp,inbound,0,0,2012-04-06,15:15:40,ext_website,ext_website
1471,1108178,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,48824,48824_tcp,inbound,0,0,2012-04-06,15:16:42,ext_website,ext_website
1472,1108479,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,50839,50839_tcp,inbound,0,0,2012-04-06,15:19:41,ext_website,ext_website
1473,1108601,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,55997,55997_tcp,inbound,0,0,2012-04-06,15:21:42,ext_website,ext_website
1474,1108685,Critical,Deny,ASA-2-106001,TCP,10.32.5.55,10.32.0.1,(empty),(empty),6667,46281,46281_tcp,inbound,0,0,2012-04-06,15:23:14,ext_website,ext_website
1475,1108693,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,46018,46018_tcp,inbound,0,0,2012-04-06,15:23:21,ext_website,ext_website
1476,1108748,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,14979,14979_tcp,inbound,0,0,2012-04-06,15:24:06,ext_website,ext_website
1477,1108809,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,57299,57299_tcp,inbound,0,0,2012-04-06,15:25:14,ext_website,ext_website
1478,1108833,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,2579,2579_tcp,inbound,0,0,2012-04-06,15:25:41,ext_website,ext_website
1479,1108904,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,17562,17562_tcp,inbound,0,0,2012-04-06,15:26:41,ext_website,ext_website
1480,1108913,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,18221,18221_tcp,inbound,0,0,2012-04-06,15:26:42,ext_website,ext_website
1481,1109414,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,54830,54830_tcp,inbound,0,0,2012-04-06,15:33:41,ext_website,ext_website
1482,1109415,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,50875,50875_tcp,inbound,0,0,2012-04-06,15:33:41,ext_website,ext_website
1483,1109670,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,59243,59243_tcp,inbound,0,0,2012-04-06,15:36:41,ext_website,ext_website
1484,1109935,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,22313,22313_tcp,inbound,0,0,2012-04-06,15:39:41,ext_website,ext_website
1485,1109937,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,37554,37554_tcp,inbound,0,0,2012-04-06,15:39:41,ext_website,ext_website
1486,1110050,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,29854,29854_tcp,inbound,0,0,2012-04-06,15:40:43,ext_website,ext_website
1487,1110051,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,39493,39493_tcp,inbound,0,0,2012-04-06,15:40:43,ext_website,ext_website
1488,1110052,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,3049,3049_tcp,inbound,0,0,2012-04-06,15:40:43,ext_website,ext_website
1489,1110099,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,44918,44918_tcp,inbound,0,0,2012-04-06,15:41:21,ext_website,ext_website
1490,1110103,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,17437,17437_tcp,inbound,0,0,2012-04-06,15:41:21,ext_website,ext_website
1491,1110652,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,6581,6581_tcp,inbound,0,0,2012-04-06,15:46:43,ext_website,ext_website
1492,1110727,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,4815,4815_tcp,inbound,0,0,2012-04-06,15:48:41,ext_website,ext_website
1493,1110912,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,20943,20943_tcp,inbound,0,0,2012-04-06,15:50:40,ext_website,ext_website
1494,1111011,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,59073,59073_tcp,inbound,0,0,2012-04-06,15:51:40,ext_website,ext_website
1495,1111025,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,48195,48195_tcp,inbound,0,0,2012-04-06,15:51:42,ext_website,ext_website
1496,1111649,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,12480,12480_tcp,inbound,0,0,2012-04-06,15:56:44,ext_website,ext_website
1497,1111806,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,31308,31308_tcp,inbound,0,0,2012-04-06,15:57:14,ext_website,ext_website
1498,1111855,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,30941,30941_tcp,inbound,0,0,2012-04-06,15:57:43,ext_website,ext_website
1499,1112078,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,38630,38630_tcp,inbound,0,0,2012-04-06,16:01:44,ext_website,ext_website
1500,1112221,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,53459,53459_tcp,inbound,0,0,2012-04-06,16:03:21,ext_website,ext_website
1501,1112441,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,23660,23660_tcp,inbound,0,0,2012-04-06,16:05:42,ext_website,ext_website
1502,1112535,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,6078,6078_tcp,inbound,0,0,2012-04-06,16:06:41,ext_website,ext_website
1503,1112618,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,27167,27167_tcp,inbound,0,0,2012-04-06,16:07:42,ext_website,ext_website
1504,1112672,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,20123,20123_tcp,inbound,0,0,2012-04-06,16:08:21,ext_website,ext_website
1505,1112861,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,9899,9899_tcp,inbound,0,0,2012-04-06,16:10:42,ext_website,ext_website
1506,1112939,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,5348,5348_tcp,inbound,0,0,2012-04-06,16:11:41,ext_website,ext_website
1507,1112940,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,65489,65489_tcp,inbound,0,0,2012-04-06,16:11:42,ext_website,ext_website
1508,1113041,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,9027,9027_tcp,inbound,0,0,2012-04-06,16:12:43,ext_website,ext_website
1509,1113259,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,31625,31625_tcp,inbound,0,0,2012-04-06,16:15:41,ext_website,ext_website
1510,1113312,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,34822,34822_tcp,inbound,0,0,2012-04-06,16:16:21,ext_website,ext_website
1511,1113336,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,62765,62765_tcp,inbound,0,0,2012-04-06,16:16:41,ext_website,ext_website
1512,1113427,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,23569,23569_tcp,inbound,0,0,2012-04-06,16:17:42,ext_website,ext_website
1513,1113706,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,53432,53432_tcp,inbound,0,0,2012-04-06,16:21:41,ext_website,ext_website
1514,1113713,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,23424,23424_tcp,inbound,0,0,2012-04-06,16:21:44,ext_website,ext_website
1515,1113917,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,52043,52043_tcp,inbound,0,0,2012-04-06,16:24:41,ext_website,ext_website
1516,1114132,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,59097,59097_tcp,inbound,0,0,2012-04-06,16:27:40,ext_website,ext_website
1517,1114143,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,3346,3346_tcp,inbound,0,0,2012-04-06,16:27:43,ext_website,ext_website
1518,1114207,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,10494,10494_tcp,inbound,0,0,2012-04-06,16:28:40,ext_website,ext_website
1519,1114551,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,32791,32791_tcp,inbound,0,0,2012-04-06,16:33:41,ext_website,ext_website
1520,1114628,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,22079,22079_tcp,inbound,0,0,2012-04-06,16:34:43,ext_website,ext_website
1521,1114775,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,50719,50719_tcp,inbound,0,0,2012-04-06,16:37:22,ext_website,ext_website
1522,1114986,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,35608,35608_tcp,inbound,0,0,2012-04-06,16:42:44,ext_website,ext_website
1523,1115006,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,30515,30515_tcp,inbound,0,0,2012-04-06,16:43:22,ext_website,ext_website
1524,1115033,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,31530,31530_tcp,inbound,0,0,2012-04-06,16:43:42,ext_website,ext_website
1525,1115086,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,50120,50120_tcp,inbound,0,0,2012-04-06,16:44:22,ext_website,ext_website
1526,1115224,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,31036,31036_tcp,inbound,0,0,2012-04-06,16:46:42,ext_website,ext_website
1527,1115226,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,46243,46243_tcp,inbound,0,0,2012-04-06,16:46:43,ext_website,ext_website
1528,1115329,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,18265,18265_tcp,inbound,0,0,2012-04-06,16:40:41,ext_website,ext_website
1529,1115441,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,50270,50270_tcp,inbound,0,0,2012-04-06,16:49:21,ext_website,ext_website
1530,1115592,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,11792,11792_tcp,inbound,0,0,2012-04-06,16:49:42,ext_website,ext_website
1531,1115666,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,1570,1570_tcp,inbound,0,0,2012-04-06,16:51:41,ext_website,ext_website
1532,1115682,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,61709,61709_tcp,inbound,0,0,2012-04-06,16:54:23,ext_website,ext_website
1533,1115756,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,51837,51837_tcp,inbound,0,0,2012-04-06,16:55:41,ext_website,ext_website
1534,1115947,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,24272,24272_tcp,inbound,0,0,2012-04-06,17:02:41,ext_website,ext_website
1535,1115948,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,42881,42881_tcp,inbound,0,0,2012-04-06,17:02:41,ext_website,ext_website
1536,1116012,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,65521,65521_tcp,inbound,0,0,2012-04-06,17:03:43,ext_website,ext_website
1537,1116074,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,5201,5201_tcp,inbound,0,0,2012-04-06,16:59:41,ext_website,ext_website
1538,1116178,Critical,Deny,ASA-2-106001,TCP,10.32.5.57,10.32.0.1,(empty),(empty),6667,58402,58402_tcp,inbound,0,0,2012-04-06,17:04:42,ext_website,ext_website
1539,1116182,Critical,Deny,ASA-2-106001,TCP,10.32.5.51,10.32.0.1,(empty),(empty),6667,65249,65249_tcp,inbound,0,0,2012-04-06,17:04:43,ext_website,ext_website
1540,1116295,Critical,Deny,ASA-2-106001,TCP,10.32.5.58,10.32.0.1,(empty),(empty),6667,13798,13798_tcp,inbound,0,0,2012-04-06,17:07:24,ext_website,ext_website
1541,1116296,Critical,Deny,ASA-2-106001,TCP,10.32.5.59,10.32.0.1,(empty),(empty),6667,60678,60678_tcp,inbound,0,0,2012-04-06,17:07:24,ext_website,ext_website
1542,1116344,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,19603,19603_tcp,inbound,0,0,2012-04-06,17:08:41,ext_website,ext_website
1543,1116347,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,42488,42488_tcp,inbound,0,0,2012-04-06,17:08:41,ext_website,ext_website
1544,1116381,Critical,Deny,ASA-2-106001,TCP,10.32.5.56,10.32.0.1,(empty),(empty),6667,45084,45084_tcp,inbound,0,0,2012-04-06,17:09:42,ext_website,ext_website
1545,1116385,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,51698,51698_tcp,inbound,0,0,2012-04-06,17:09:42,ext_website,ext_website
1546,1116463,Critical,Deny,ASA-2-106001,TCP,10.32.5.54,10.32.0.1,(empty),(empty),6667,51375,51375_tcp,inbound,0,0,2012-04-06,17:11:44,ext_website,ext_website
1547,1116521,Critical,Deny,ASA-2-106001,TCP,10.32.5.52,10.32.0.1,(empty),(empty),6667,38968,38968_tcp,inbound,0,0,2012-04-06,17:13:41,ext_website,ext_website
