JoinKey,,SuspiciousPairCount
172.23.34.233_10.32.1.201,0,120
172.23.34.236_10.32.0.100,0,1317
172.23.34.237_10.32.1.201,0,77
172.23.34.238_10.32.0.209,0,87
172.23.34.239_10.32.0.205,0,103
172.23.34.95_10.32.0.204,0,85
172.23.34.96_10.32.1.201,0,138
172.23.34.98_10.32.0.100,0,1335
172.23.35.136_10.32.0.209,0,64
172.23.35.137_10.32.0.209,0,80
172.23.35.138_10.32.0.204,0,103
172.23.35.138_10.32.1.203,0,69
172.23.35.139_10.32.0.201,0,76
172.23.35.139_10.32.0.209,0,69
172.23.35.142_10.32.0.201,0,76
172.23.35.142_10.32.1.202,0,78
172.23.35.145_10.32.0.205,0,86
172.23.35.147_10.32.1.204,0,92
172.23.35.148_10.32.0.209,0,63
172.23.35.30_10.32.0.209,0,101
172.23.35.36_10.32.0.201,0,79
172.23.35.75_10.32.1.203,0,78
172.23.35.79_10.32.1.206,0,66
172.23.36.105_10.32.0.206,0,80
172.23.36.105_10.32.1.203,0,75
172.23.36.105_10.32.1.204,0,79
172.23.36.141_10.32.1.203,0,69
172.23.36.149_10.32.1.206,0,61
172.23.36.167_10.32.0.206,0,67
172.23.36.30_10.32.1.204,0,64
172.23.36.60_10.32.0.205,0,76
172.23.36.63_10.32.0.100,0,1213
172.23.36.65_10.32.0.100,0,1211
172.23.36.65_10.32.0.204,0,83
172.23.36.65_10.32.0.206,0,66
172.23.36.66_10.32.0.202,0,85
172.23.36.67_10.32.1.201,0,75
172.23.36.68_10.32.1.202,0,67
172.23.36.69_10.32.0.202,0,73
172.23.36.69_10.32.0.209,0,65
172.23.36.69_10.32.1.201,0,98
172.23.36.87_10.32.0.204,0,77
172.23.36.89_10.32.1.202,0,61
172.23.36.89_10.32.1.204,0,65
172.23.37.100_10.32.0.201,0,96
172.23.37.100_10.32.0.209,0,124
172.23.37.101_10.32.1.201,0,73
172.23.37.102_10.32.1.201,0,97
172.23.37.107_10.32.1.204,0,88
172.23.37.160_10.32.1.206,0,74
172.23.37.163_10.32.0.100,0,1371
172.23.37.166_10.32.0.204,0,106
172.23.37.168_10.32.1.206,0,92
172.23.37.41_10.32.1.201,0,103
172.23.37.46_10.32.0.205,0,89
172.23.37.46_10.32.1.204,0,106
172.23.37.47_10.32.1.206,0,114
172.23.39.12_10.32.0.201,0,67
172.23.39.174_10.32.1.206,0,85
172.23.39.175_10.32.1.202,0,72
172.23.39.176_10.32.0.206,0,85
172.23.39.177_10.32.0.206,0,72
172.23.39.177_10.32.1.203,0,92
172.23.39.178_10.32.1.202,0,82
172.23.39.179_10.32.0.206,0,50
172.23.39.18_10.32.1.201,0,100
172.23.39.80_10.32.0.206,0,75
172.23.39.82_10.32.1.203,0,90
172.23.39.85_10.32.1.201,0,73
172.23.39.85_10.32.1.204,0,79
172.23.40.121_10.32.1.201,0,29
172.23.40.122_10.32.0.202,0,20
172.23.40.122_10.32.1.206,0,30
172.23.40.123_10.32.0.204,0,15
172.23.40.123_10.32.0.209,0,24
172.23.40.124_10.32.1.206,0,22
172.23.40.15_10.32.1.202,0,26
172.23.40.19_10.32.1.204,0,19
172.23.40.251_10.32.1.201,0,23
172.23.40.252_10.32.0.209,0,22
172.23.40.255_10.32.0.201,0,21
172.23.41.120_10.32.0.204,0,77
172.23.41.121_10.32.1.206,0,85
172.23.41.241_10.32.0.202,0,84
172.23.41.242_10.32.0.205,0,76
172.23.41.244_10.32.1.204,0,68
172.23.41.245_10.32.0.202,0,67
172.23.41.245_10.32.1.206,0,62
172.23.41.60_10.32.0.209,0,76
172.23.41.61_10.32.0.100,0,1205
172.23.41.64_10.32.1.206,0,81
172.23.41.67_10.32.0.202,0,63
172.23.42.216_10.32.1.206,0,71
172.23.42.217_10.32.0.201,0,89
172.23.42.217_10.32.0.204,0,85
172.23.42.60_10.32.0.100,0,1340
172.23.42.60_10.32.1.202,0,98
172.23.42.61_10.32.0.202,0,75
172.23.42.61_10.32.0.205,0,84
172.23.42.63_10.32.0.100,0,1317
172.23.42.65_10.32.1.202,0,91
172.23.42.68_10.32.1.202,0,77
172.23.42.99_10.32.0.201,0,97
172.23.43.10_10.32.0.205,0,105
172.23.43.11_10.32.1.201,0,90
172.23.43.11_10.32.1.204,0,95
172.23.43.123_10.32.1.203,0,72
172.23.43.124_10.32.1.202,0,101
172.23.43.12_10.32.0.209,0,76
172.23.43.12_10.32.1.204,0,85
172.23.43.150_10.32.0.209,0,100
172.23.43.150_10.32.1.202,0,82
172.23.43.150_10.32.1.206,0,100
172.23.43.152_10.32.0.201,0,92
172.23.43.153_10.32.1.206,0,63
172.23.43.155_10.32.1.202,0,70
172.23.43.156_10.32.1.201,0,87
172.23.43.15_10.32.0.206,0,76
172.23.43.15_10.32.1.203,0,75
172.23.43.16_10.32.0.100,0,1345
172.23.44.250_10.32.1.206,0,104
172.23.44.251_10.32.0.205,0,68
172.23.44.253_10.32.0.202,0,60
172.23.44.255_10.32.0.206,0,87
172.23.44.48_10.32.0.100,0,1345
172.23.44.60_10.32.0.100,0,1337
172.23.44.60_10.32.1.201,0,68
172.23.44.61_10.32.0.202,0,91
172.23.44.62_10.32.0.209,0,102
172.23.44.62_10.32.1.203,0,102
172.23.44.64_10.32.1.201,0,86
172.23.44.64_10.32.1.202,0,91
172.23.44.65_10.32.0.205,0,68
172.23.44.66_10.32.1.204,0,62
172.23.44.67_10.32.1.202,0,64
172.23.44.90_10.32.0.209,0,136
172.23.44.90_10.32.1.202,0,101
172.23.44.91_10.32.0.201,0,76
172.23.44.92_10.32.0.202,0,94
172.23.44.92_10.32.1.203,0,82
172.23.44.93_10.32.0.204,0,110
172.23.44.93_10.32.0.209,0,122
172.23.44.94_10.32.1.202,0,68
172.23.44.95_10.32.0.202,0,129
172.23.44.97_10.32.0.206,0,110
172.23.44.97_10.32.1.206,0,115
172.23.45.179_10.32.0.205,0,64
172.23.45.204_10.32.1.201,0,92
172.23.45.234_10.32.1.202,0,75
172.23.45.236_10.32.0.205,0,87
172.23.45.244_10.32.1.201,0,100
172.23.45.2_10.32.1.202,0,95
172.23.45.45_10.32.1.203,0,77
172.23.45.49_10.32.0.100,0,1360
172.23.45.49_10.32.1.206,0,78
172.23.46.166_10.32.0.209,0,89
172.23.46.166_10.32.1.204,0,103
172.23.46.167_10.32.0.204,0,78
172.23.46.167_10.32.1.201,0,88
172.23.46.167_10.32.1.204,0,70
172.23.46.240_10.32.0.202,0,72
172.23.46.241_10.32.0.205,0,108
172.23.46.243_10.32.0.209,0,90
172.23.46.244_10.32.0.209,0,61
172.23.46.245_10.32.0.205,0,112
172.23.46.246_10.32.1.204,0,84
172.23.46.93_10.32.0.205,0,67
172.23.46.94_10.32.1.201,0,86
172.23.46.95_10.32.1.203,0,85
172.23.46.96_10.32.0.205,0,85
172.23.47.141_10.32.1.204,0,100
172.23.47.149_10.32.0.205,0,73
172.23.47.163_10.32.1.206,0,84
172.23.47.166_10.32.1.206,0,71
172.23.47.169_10.32.1.202,0,83
172.23.47.30_10.32.0.204,0,101
172.23.47.30_10.32.1.206,0,93
172.23.5.10_10.32.1.202,0,51
172.23.5.12_10.32.0.201,0,40
172.23.5.143_10.32.0.205,0,34
172.23.5.144_10.32.0.204,0,40
172.23.5.145_10.32.0.100,0,675
172.23.5.146_10.32.0.100,0,675
172.23.5.148_10.32.0.100,0,681
172.23.5.148_10.32.1.203,0,45
172.23.5.148_10.32.1.206,0,40
172.23.5.220_10.32.0.204,0,36
172.23.5.222_10.32.1.203,0,35
172.23.5.223_10.32.0.201,0,28
172.23.5.229_10.32.0.205,0,47
172.23.6.20_10.32.0.204,0,80
172.23.6.21_10.32.1.204,0,65
172.23.6.22_10.32.0.209,0,95
172.23.6.241_10.32.1.202,0,77
172.23.6.246_10.32.0.204,0,68
172.23.6.247_10.32.0.202,0,78
172.23.6.247_10.32.0.209,0,73
172.23.6.249_10.32.1.206,0,80
172.23.6.24_10.32.1.203,0,61
172.23.6.24_10.32.1.204,0,68
172.23.6.25_10.32.0.100,0,1213
172.23.6.25_10.32.0.206,0,77
172.23.6.27_10.32.0.100,0,1219
172.23.6.27_10.32.0.204,0,72
172.23.6.27_10.32.1.206,0,82
172.23.6.46_10.32.1.204,0,101
172.23.6.47_10.32.1.203,0,84
172.23.6.48_10.32.0.209,0,87
172.23.6.48_10.32.1.204,0,77
172.23.7.10_10.32.1.206,0,62
172.23.7.13_10.32.0.204,0,69
172.23.7.14_10.32.0.206,0,59
172.23.7.14_10.32.1.203,0,85
172.23.7.153_10.32.1.201,0,71
172.23.7.154_10.32.0.202,0,73
172.23.7.158_10.32.0.201,0,81
172.23.7.159_10.32.0.201,0,86
172.23.7.16_10.32.0.209,0,71
172.23.7.17_10.32.0.209,0,82
172.23.7.18_10.32.1.203,0,79
172.23.7.80_10.32.1.202,0,85
172.23.7.81_10.32.0.205,0,97
172.23.7.81_10.32.0.209,0,84
172.23.7.82_10.32.0.100,0,1212
172.23.7.82_10.32.0.202,0,73
172.23.7.88_10.32.1.204,0,74
172.23.73.101_10.32.0.204,0,26
172.23.73.102_10.32.0.100,0,2440
172.23.73.103_10.32.0.209,0,29
172.23.73.104_10.32.0.201,0,49
172.23.73.104_10.32.0.205,0,26
172.23.73.105_10.32.0.201,0,44
172.23.73.105_10.32.0.207,0,44
172.23.73.105_10.32.0.208,0,24
172.23.73.106_10.32.0.202,0,20
172.23.73.106_10.32.0.210,0,25
172.23.73.51_10.32.0.202,0,31
172.23.73.51_10.32.1.205,0,28
172.23.73.52_10.32.0.208,0,22
172.23.73.55_10.32.0.201,0,18
172.23.73.57_10.32.0.205,0,36
172.23.73.58_10.32.0.202,0,22
172.23.73.59_10.32.0.201,0,35
172.23.73.59_10.32.1.201,0,21
172.23.73.70_10.32.0.204,0,25
172.23.73.73_10.32.0.201,0,32
172.23.73.74_10.32.1.205,0,26
172.23.73.76_10.32.0.100,0,2417
172.23.73.76_10.32.0.207,0,28
172.23.73.77_10.32.0.204,0,33
172.23.73.77_10.32.1.201,0,29
172.23.74.141_10.32.1.204,0,44
172.23.74.143_10.32.0.100,0,2438
172.23.74.143_10.32.0.201,0,20
172.23.74.143_10.32.0.207,0,38
172.23.74.144_10.32.0.203,0,25
172.23.74.147_10.32.1.202,0,22
172.23.74.149_10.32.0.206,0,30
172.23.74.149_10.32.1.203,0,39
172.23.74.202_10.32.0.201,0,32
172.23.74.202_10.32.0.207,0,27
172.23.74.203_10.32.0.204,0,13
172.23.74.203_10.32.0.206,0,33
172.23.74.203_10.32.1.202,0,30
172.23.74.204_10.32.0.100,0,2448
172.23.74.206_10.32.0.207,0,35
172.23.74.206_10.32.0.208,0,23
172.23.74.209_10.32.0.207,0,32
172.23.74.93_10.32.1.205,0,31
172.23.74.96_10.32.0.206,0,25
172.23.74.97_10.32.0.209,0,21
172.23.74.98_10.32.0.208,0,29
172.23.75.130_10.32.0.204,0,21
172.23.75.131_10.32.1.203,0,52
172.23.75.139_10.32.0.208,0,33
172.23.75.220_10.32.1.205,0,34
172.23.75.222_10.32.0.201,0,31
172.23.75.223_10.32.0.204,0,29
172.23.75.223_10.32.1.202,0,29
172.23.75.225_10.32.0.203,0,13
172.23.75.225_10.32.1.201,0,40
172.23.75.41_10.32.0.209,0,39
172.23.75.43_10.32.0.204,0,33
172.23.75.43_10.32.1.203,0,22
172.23.75.45_10.32.1.201,0,25
172.23.75.47_10.32.0.210,0,28
172.23.76.130_10.32.0.202,0,78
172.23.76.130_10.32.1.205,0,55
172.23.76.131_10.32.0.204,0,55
172.23.76.132_10.32.1.203,0,89
172.23.76.135_10.32.0.202,0,42
172.23.76.136_10.32.0.205,0,76
172.23.76.137_10.32.1.204,0,44
172.23.76.139_10.32.0.205,0,68
172.23.76.139_10.32.0.207,0,71
172.23.76.221_10.32.0.210,0,62
172.23.76.228_10.32.0.100,0,4750
172.23.76.228_10.32.0.205,0,42
172.23.76.229_10.32.0.100,0,4772
172.23.76.229_10.32.1.203,0,64
172.23.76.91_10.32.0.205,0,88
172.23.76.97_10.32.1.204,0,62
172.23.77.10_10.32.0.205,0,61
172.23.77.10_10.32.1.203,0,54
172.23.77.11_10.32.0.202,0,64
172.23.77.12_10.32.0.206,0,51
172.23.77.12_10.32.0.208,0,77
172.23.77.13_10.32.0.205,0,61
172.23.77.13_10.32.0.209,0,68
172.23.77.13_10.32.0.210,0,73
172.23.77.13_10.32.1.201,0,49
172.23.77.13_10.32.1.203,0,54
172.23.77.162_10.32.0.205,0,58
172.23.77.163_10.32.0.207,0,62
172.23.77.166_10.32.0.210,0,71
172.23.77.166_10.32.1.202,0,58
172.23.77.167_10.32.1.201,0,53
172.23.77.169_10.32.0.210,0,54
172.23.77.169_10.32.1.205,0,72
172.23.77.19_10.32.0.202,0,60
172.23.77.255_10.32.0.210,0,76
172.23.77.60_10.32.0.210,0,80
172.23.77.63_10.32.0.204,0,72
172.23.77.64_10.32.1.203,0,64
172.23.77.67_10.32.1.204,0,74
172.23.77.69_10.32.0.201,0,88
172.23.78.136_10.32.0.201,0,45
172.23.78.139_10.32.0.205,0,55
172.23.78.140_10.32.0.202,0,39
172.23.78.142_10.32.1.204,0,51
172.23.78.145_10.32.0.208,0,26
172.23.78.145_10.32.1.201,0,45
172.23.78.145_10.32.1.203,0,55
172.23.78.147_10.32.0.202,0,39
172.23.78.147_10.32.0.207,0,35
172.23.78.147_10.32.1.203,0,73
172.23.78.149_10.32.0.100,0,4666
172.23.78.215_10.32.0.206,0,42
172.23.78.233_10.32.1.202,0,52
172.23.78.233_10.32.1.206,0,27
172.23.78.235_10.32.0.202,0,28
172.23.78.236_10.32.0.210,0,44
172.23.78.238_10.32.0.203,0,43
172.23.78.238_10.32.1.201,0,51
172.23.78.239_10.32.1.202,0,38
172.23.78.246_10.32.1.206,0,44
172.23.78.94_10.32.1.205,0,42
172.23.78.95_10.32.0.202,0,43
172.23.78.97_10.32.0.204,0,39
172.23.79.130_10.32.0.203,0,31
172.23.79.130_10.32.1.204,0,43
172.23.79.131_10.32.0.201,0,42
172.23.79.131_10.32.0.209,0,43
172.23.79.132_10.32.0.208,0,37
172.23.79.138_10.32.0.210,0,37
172.23.79.241_10.32.0.208,0,40
172.23.79.241_10.32.1.201,0,30
172.23.79.242_10.32.0.210,0,52
172.23.79.242_10.32.1.205,0,34
172.23.79.245_10.32.0.202,0,47
172.23.79.248_10.32.0.206,0,43
172.23.79.30_10.32.0.204,0,49
172.23.79.30_10.32.1.201,0,45
172.23.79.34_10.32.1.206,0,37
172.23.79.35_10.32.0.204,0,30
172.23.79.37_10.32.1.202,0,37
172.23.8.100_10.32.0.209,0,67
172.23.8.100_10.32.1.202,0,96
172.23.8.104_10.32.1.202,0,85
172.23.8.105_10.32.0.202,0,70
172.23.8.106_10.32.0.202,0,73
172.23.8.171_10.32.1.201,0,74
172.23.8.173_10.32.0.100,0,1222
172.23.8.174_10.32.0.201,0,76
172.23.8.177_10.32.1.203,0,78
172.23.8.179_10.32.0.100,0,1216
172.23.8.191_10.32.0.201,0,73
172.23.8.192_10.32.0.205,0,86
172.23.8.193_10.32.0.205,0,66
172.23.8.193_10.32.0.206,0,92
172.23.8.196_10.32.0.204,0,92
172.23.8.197_10.32.0.100,0,1268
172.23.8.197_10.32.0.205,0,116
172.23.8.198_10.32.0.206,0,123
172.23.80.101_10.32.0.100,0,4676
172.23.80.101_10.32.1.201,0,39
172.23.80.101_10.32.1.202,0,29
172.23.80.103_10.32.0.100,0,4687
172.23.80.104_10.32.0.205,0,58
172.23.80.105_10.32.0.100,0,4671
172.23.80.190_10.32.0.100,0,4666
172.23.80.193_10.32.0.203,0,50
172.23.80.193_10.32.1.201,0,51
172.23.80.195_10.32.0.208,0,53
172.23.80.209_10.32.0.204,0,55
172.23.80.209_10.32.0.207,0,29
172.23.80.209_10.32.1.206,0,40
172.23.80.91_10.32.0.202,0,49
172.23.80.92_10.32.0.201,0,36
172.23.80.92_10.32.0.209,0,50
172.23.80.96_10.32.0.207,0,35
172.23.80.99_10.32.0.205,0,49
172.23.80.99_10.32.1.201,0,47
172.23.81.170_10.32.0.209,0,34
172.23.81.173_10.32.0.204,0,43
172.23.81.176_10.32.0.205,0,42
172.23.81.176_10.32.1.202,0,27
172.23.81.177_10.32.1.203,0,57
172.23.81.177_10.32.1.204,0,45
172.23.81.2_10.32.1.202,0,49
172.23.81.5_10.32.0.204,0,27
172.23.81.60_10.32.0.202,0,34
172.23.81.61_10.32.0.204,0,58
172.23.81.61_10.32.0.207,0,46
172.23.81.63_10.32.0.208,0,41
172.23.81.66_10.32.1.202,0,42
172.23.81.68_10.32.1.203,0,37
172.23.81.68_10.32.1.205,0,53
172.23.82.130_10.32.1.205,0,37
172.23.82.131_10.32.0.201,0,41
172.23.82.135_10.32.0.207,0,34
172.23.82.135_10.32.1.201,0,21
172.23.82.136_10.32.1.202,0,41
172.23.82.138_10.32.1.205,0,49
172.23.82.231_10.32.0.201,0,37
172.23.82.234_10.32.0.205,0,44
172.23.82.234_10.32.0.207,0,50
172.23.82.237_10.32.0.207,0,41
172.23.82.237_10.32.1.206,0,38
172.23.82.24_10.32.0.202,0,42
172.23.82.27_10.32.0.202,0,50
172.23.82.27_10.32.0.209,0,32
172.23.83.191_10.32.0.203,0,35
172.23.83.194_10.32.1.201,0,48
172.23.83.194_10.32.1.202,0,37
172.23.83.196_10.32.0.210,0,30
172.23.83.210_10.32.0.206,0,47
172.23.83.211_10.32.1.203,0,33
172.23.83.214_10.32.0.208,0,40
172.23.83.217_10.32.0.204,0,43
172.23.83.30_10.32.0.207,0,33
172.23.83.33_10.32.0.209,0,42
172.23.83.33_10.32.1.205,0,59
172.23.83.35_10.32.1.201,0,54
172.23.83.36_10.32.0.206,0,46
172.23.83.39_10.32.0.209,0,31
172.23.83.39_10.32.1.206,0,20
172.23.84.11_10.32.0.209,0,28
172.23.84.11_10.32.1.203,0,58
172.23.84.120_10.32.1.202,0,57
172.23.84.121_10.32.0.206,0,48
172.23.84.122_10.32.0.100,0,4675
172.23.84.123_10.32.0.203,0,46
172.23.84.123_10.32.0.209,0,50
172.23.84.126_10.32.0.209,0,28
172.23.84.127_10.32.0.205,0,50
172.23.84.127_10.32.0.206,0,20
172.23.84.129_10.32.0.203,0,39
172.23.84.129_10.32.1.201,0,39
172.23.84.12_10.32.0.202,0,20
172.23.84.13_10.32.0.100,0,4661
172.23.84.13_10.32.0.209,0,42
172.23.84.16_10.32.0.206,0,45
172.23.84.253_10.32.0.204,0,48
172.23.84.254_10.32.1.202,0,44
172.23.84.254_10.32.1.205,0,39
172.23.84.255_10.32.1.206,0,43
172.23.84.88_10.32.0.210,0,63
172.23.84.88_10.32.1.201,0,47
172.23.84.89_10.32.0.204,0,53
172.23.84.89_10.32.1.202,0,51
172.23.85.0_10.32.0.204,0,38
172.23.85.124_10.32.0.210,0,48
172.23.85.170_10.32.1.203,0,47
172.23.85.171_10.32.0.205,0,41
172.23.85.172_10.32.1.202,0,48
172.23.85.174_10.32.0.210,0,38
172.23.85.178_10.32.0.100,0,4645
172.23.85.1_10.32.0.203,0,37
172.23.85.245_10.32.0.206,0,36
172.23.85.248_10.32.0.202,0,52
172.23.85.248_10.32.0.207,0,23
172.23.85.3_10.32.0.206,0,27
172.23.85.5_10.32.0.203,0,38
172.23.85.68_10.32.1.206,0,54
172.23.85.6_10.32.0.203,0,23
172.23.85.7_10.32.0.206,0,45
172.23.86.210_10.32.0.209,0,53
172.23.86.211_10.32.0.207,0,49
172.23.86.212_10.32.1.205,0,29
172.23.86.217_10.32.1.205,0,41
172.23.86.218_10.32.0.209,0,44
172.23.86.218_10.32.1.204,0,50
172.23.86.219_10.32.0.205,0,31
172.23.86.31_10.32.0.204,0,38
172.23.86.31_10.32.1.205,0,38
172.23.86.36_10.32.0.205,0,48
172.23.86.36_10.32.0.207,0,31
172.23.86.36_10.32.1.202,0,54
172.23.86.38_10.32.0.205,0,43
172.23.86.39_10.32.1.204,0,45
172.23.86.80_10.32.0.100,0,4675
172.23.86.80_10.32.0.209,0,35
172.23.86.82_10.32.1.206,0,64
172.23.86.83_10.32.0.202,0,47
172.23.86.87_10.32.0.209,0,38
172.23.86.88_10.32.1.203,0,45
172.23.86.88_10.32.1.204,0,38
172.23.87.0_10.32.0.204,0,42
172.23.87.0_10.32.1.205,0,46
172.23.87.150_10.32.0.209,0,36
172.23.87.150_10.32.1.206,0,35
172.23.87.151_10.32.1.205,0,26
172.23.87.152_10.32.1.205,0,41
172.23.87.156_10.32.0.203,0,41
172.23.87.157_10.32.0.207,0,38
172.23.87.250_10.32.1.204,0,37
172.23.87.251_10.32.0.203,0,30
172.23.87.254_10.32.0.209,0,26
172.23.87.3_10.32.1.201,0,39
172.23.87.42_10.32.0.210,0,43
172.23.87.42_10.32.1.204,0,37
172.23.87.45_10.32.0.204,0,55
172.23.87.45_10.32.0.210,0,36
172.23.87.46_10.32.0.209,0,27
172.23.87.47_10.32.0.204,0,51
172.23.87.49_10.32.0.207,0,50
172.23.87.49_10.32.1.206,0,46
172.23.87.88_10.32.0.203,0,28
172.23.87.88_10.32.0.208,0,33
172.23.87.88_10.32.1.206,0,47
172.23.88.102_10.32.0.205,0,33
172.23.88.102_10.32.0.206,0,46
172.23.88.102_10.32.0.207,0,33
172.23.88.102_10.32.1.205,0,43
172.23.88.107_10.32.1.201,0,33
172.23.88.109_10.32.1.204,0,26
172.23.88.12_10.32.0.209,0,23
172.23.88.15_10.32.0.203,0,56
172.23.88.16_10.32.0.100,0,4686
172.23.88.16_10.32.1.204,0,48
172.23.88.17_10.32.0.207,0,34
172.23.88.17_10.32.1.202,0,46
172.23.88.18_10.32.0.205,0,43
172.23.88.19_10.32.0.202,0,36
172.23.88.19_10.32.1.204,0,48
172.23.88.80_10.32.0.203,0,28
172.23.88.81_10.32.0.201,0,36
172.23.88.83_10.32.0.206,0,44
172.23.88.85_10.32.0.202,0,45
172.23.88.86_10.32.0.205,0,43
172.23.88.86_10.32.0.207,0,46
172.23.88.86_10.32.0.209,0,33
172.23.88.87_10.32.1.206,0,43
172.23.89.170_10.32.0.208,0,58
172.23.89.171_10.32.0.100,0,4669
172.23.89.172_10.32.1.203,0,33
172.23.89.173_10.32.0.208,0,31
172.23.89.173_10.32.0.209,0,42
172.23.89.177_10.32.0.208,0,28
172.23.89.179_10.32.1.202,0,42
172.23.89.211_10.32.1.201,0,34
172.23.89.213_10.32.0.208,0,38
172.23.89.70_10.32.0.202,0,32
172.23.89.71_10.32.0.204,0,29
172.23.89.73_10.32.0.207,0,39
172.23.89.74_10.32.0.208,0,40
172.23.89.75_10.32.1.206,0,29
172.23.89.77_10.32.0.210,0,35
172.23.89.78_10.32.1.204,0,45
172.23.89.8_10.32.0.207,0,43
172.23.89.8_10.32.0.209,0,30
172.23.9.151_10.32.0.204,0,80
172.23.9.152_10.32.1.202,0,71
172.23.9.153_10.32.0.206,0,80
172.23.9.153_10.32.0.209,0,72
172.23.9.153_10.32.1.202,0,68
172.23.9.154_10.32.0.202,0,68
172.23.9.154_10.32.1.203,0,62
172.23.9.158_10.32.1.201,0,77
172.23.9.159_10.32.0.201,0,70
172.23.9.211_10.32.1.204,0,74
172.23.9.212_10.32.1.204,0,90
172.23.9.214_10.32.0.209,0,72
172.23.9.216_10.32.0.201,0,75
172.23.9.217_10.32.1.202,0,71
172.23.9.217_10.32.1.204,0,74
172.23.9.72_10.32.0.201,0,73
172.23.9.75_10.32.0.209,0,54
172.23.9.75_10.32.1.206,0,89
172.23.90.141_10.32.1.202,0,41
172.23.90.143_10.32.1.206,0,45
172.23.90.144_10.32.0.201,0,40
172.23.90.144_10.32.0.202,0,37
172.23.90.144_10.32.0.207,0,56
172.23.90.146_10.32.0.204,0,32
172.23.90.147_10.32.0.204,0,42
172.23.90.148_10.32.0.202,0,43
172.23.90.149_10.32.0.208,0,30
172.23.90.2_10.32.1.206,0,31
172.23.90.4_10.32.1.202,0,49
172.23.90.5_10.32.0.203,0,35
172.23.90.64_10.32.0.201,0,43
172.23.90.65_10.32.1.204,0,41
172.23.90.67_10.32.0.205,0,65
172.23.90.67_10.32.0.210,0,34
172.23.90.69_10.32.0.100,0,4680
172.23.90.7_10.32.0.206,0,42
172.23.90.8_10.32.0.208,0,34
172.23.90.9_10.32.1.201,0,40
172.23.91.0_10.32.1.201,0,44
172.23.91.190_10.32.0.203,0,34
172.23.91.191_10.32.1.201,0,50
172.23.91.192_10.32.0.208,0,29
172.23.91.193_10.32.0.207,0,37
172.23.91.1_10.32.1.205,0,36
172.23.91.201_10.32.0.208,0,30
172.23.91.202_10.32.0.202,0,40
172.23.91.202_10.32.0.204,0,33
172.23.91.203_10.32.0.205,0,49
172.23.91.203_10.32.0.208,0,45
172.23.91.205_10.32.1.206,0,49
172.23.91.206_10.32.0.205,0,41
172.23.91.208_10.32.0.208,0,57
172.23.91.208_10.32.1.205,0,40
172.23.91.209_10.32.0.206,0,43
172.23.91.41_10.32.0.201,0,31
172.23.91.44_10.32.0.210,0,37
172.23.91.46_10.32.1.205,0,51
172.23.91.48_10.32.1.205,0,55
172.23.91.49_10.32.0.204,0,32
172.23.91.49_10.32.1.206,0,38
172.23.91.4_10.32.0.206,0,29
172.23.91.6_10.32.0.206,0,48
172.23.92.160_10.32.0.100,0,2356
172.23.92.160_10.32.1.203,0,14
172.23.92.163_10.32.1.201,0,29
172.23.92.164_10.32.0.210,0,18
172.23.92.165_10.32.0.206,0,22
172.23.92.167_10.32.1.204,0,21
172.23.92.168_10.32.0.100,0,2375
172.23.92.168_10.32.0.207,0,21
172.23.92.169_10.32.1.202,0,17
172.23.92.169_10.32.1.205,0,28
172.23.92.1_10.32.0.208,0,18
172.23.92.1_10.32.1.206,0,19
172.23.92.2_10.32.0.100,0,2371
172.23.92.40_10.32.0.205,0,19
172.23.92.41_10.32.1.203,0,27
172.23.92.41_10.32.1.206,0,21
172.23.92.43_10.32.0.206,0,16
172.23.92.43_10.32.0.207,0,41
172.23.92.45_10.32.0.100,0,2363
172.23.92.49_10.32.0.100,0,2382
172.23.92.49_10.32.1.205,0,22
172.23.92.5_10.32.0.207,0,27
172.23.92.8_10.32.1.205,0,19
172.23.92.9_10.32.0.100,0,2383
172.23.92.9_10.32.1.206,0,20
172.23.93.0_10.32.0.202,0,46
172.23.93.135_10.32.1.204,0,50
172.23.93.136_10.32.0.205,0,39
172.23.93.240_10.32.0.207,0,36
172.23.93.242_10.32.0.207,0,40
172.23.93.244_10.32.0.208,0,39
172.23.93.244_10.32.1.204,0,29
172.23.93.247_10.32.0.210,0,33
172.23.93.247_10.32.1.201,0,52
172.23.93.247_10.32.1.202,0,41
172.23.93.248_10.32.1.205,0,52
172.23.93.249_10.32.1.206,0,35
172.23.93.60_10.32.1.202,0,42
172.23.93.61_10.32.0.202,0,44
172.23.93.63_10.32.1.203,0,38
172.23.93.64_10.32.0.205,0,34
172.23.93.64_10.32.0.210,0,43
172.23.93.64_10.32.1.202,0,43
172.23.93.65_10.32.0.206,0,44
172.23.93.65_10.32.1.205,0,46
172.23.93.7_10.32.0.209,0,35
172.23.93.7_10.32.1.204,0,33
172.23.94.110_10.32.1.203,0,51
172.23.94.110_10.32.1.204,0,50
172.23.94.111_10.32.0.208,0,33
172.23.94.112_10.32.0.205,0,35
172.23.94.117_10.32.1.202,0,42
172.23.94.119_10.32.0.206,0,36
172.23.94.180_10.32.0.100,0,4664
172.23.94.180_10.32.0.202,0,31
172.23.94.180_10.32.1.202,0,50
172.23.94.182_10.32.0.203,0,44
172.23.94.183_10.32.0.203,0,36
172.23.94.183_10.32.1.202,0,43
172.23.94.186_10.32.1.203,0,42
172.23.94.186_10.32.1.205,0,50
172.23.94.61_10.32.0.201,0,32
