Destination service,count
1647_tcp,3
1678_tcp,4
16811_tcp,1
16827_tcp,1
16858_tcp,2
16913_tcp,1
1697_tcp,1
16983_tcp,1
1715_tcp,4
17288_tcp,1
17297_tcp,1
1738_tcp,3
17560_tcp,1
17591_tcp,1
1761_tcp,2
1764_tcp,6
1799_tcp,3
1804_tcp,4
1824_tcp,5
18585_tcp,1
1861_tcp,4
1866_tcp,3
18761_tcp,1
1893_tcp,5
1895_tcp,2
18963_tcp,1
18997_tcp,1
19000_tcp,1
1901_tcp,2
1903_tcp,3
1922_udp,2
19410_tcp,1
19772_tcp,1
19798_tcp,1
20060_tcp,1
2012_tcp,1
20143_tcp,1
20316_tcp,1
20556_tcp,1
20662_tcp,1
2086_tcp,5
20963_tcp,1
2099_tcp,1
21001_tcp,1
2106_tcp,3
2109_tcp,5
21145_tcp,2
21207_tcp,1
21280_tcp,2
21452_tcp,1
2161_tcp,4
21661_tcp,1
2173_tcp,6
21822_tcp,1
2193_tcp,3
21959_tcp,1
22022_tcp,1
2206_tcp,3
2208_tcp,3
2217_tcp,6
2220_tcp,2
22336_tcp,1
2234_tcp,2
22387_tcp,1
2238_tcp,2
22438_tcp,1
22577_tcp,1
22590_tcp,1
22743_tcp,1
22745_udp,2
22858_tcp,1
22938_tcp,1
22993_tcp,1
2320_tcp,3
2324_tcp,3
23284_tcp,1
2338_tcp,4
2344_tcp,3
23476_tcp,1
2354_tcp,4
2362_tcp,1
2364_tcp,5
23706_tcp,1
2378_tcp,3
2388_tcp,2
2393_tcp,4
2406_tcp,1
24148_tcp,1
2415_tcp,5
2418_tcp,2
2420_tcp,3
24238_tcp,1
2423_tcp,6
24429_tcp,1
24818_tcp,1
2498_tcp,3
25073_tcp,1
2509_tcp,2
2517_tcp,2
2544_tcp,3
2555_tcp,1
25620_tcp,1
25647_tcp,1
25769_tcp,1
25889_tcp,1
26153_tcp,1
2615_tcp,2
2624_tcp,3
2625_tcp,1
2656_tcp,2
26641_tcp,1
26710_tcp,1
2692_tcp,2
27005_tcp,1
2712_tcp,4
2717_tcp,2
27205_tcp,1
2745_tcp,3
27521_tcp,2
2759_tcp,2
27661_tcp,1
2767_tcp,3
2773_tcp,1
2794_tcp,2
28260_tcp,1
2833_tcp,2
28370_tcp,1
28374_tcp,2
2840_tcp,1
28881_tcp,1
28905_tcp,1
2890_tcp,3
29029_tcp,2
2904_tcp,5
2931_tcp,1
29372_tcp,1
2940_tcp,4
29428_tcp,1
29453_tcp,1
29738_tcp,1
2987_tcp,2
30153_tcp,1
30270_tcp,1
30421_tcp,1
3043_tcp,1
30440_tcp,1
30494_tcp,2
3050_tcp,2
3053_tcp,4
30799_tcp,1
30836_tcp,2
31205_tcp,1
31215_tcp,1
31217_tcp,1
3129_tcp,4
3157_tcp,2
31615_tcp,1
31617_tcp,1
31648_tcp,1
3166_tcp,3
3168_tcp,5
3181_tcp,2
3195_tcp,2
32195_tcp,1
32198_tcp,1
3220_tcp,2
32243_tcp,1
32256_tcp,1
3249_tcp,3
32516_tcp,1
32580_tcp,1
3262_tcp,4
3272_tcp,2
3277_tcp,2
3286_tcp,3
3292_tcp,3
33116_tcp,1
33124_tcp,1
33263_tcp,1
33539_tcp,1
3359_tcp,6
33677_tcp,1
33786_tcp,3
3399_tcp,2
34160_tcp,1
3436_tcp,3
34415_tcp,1
34465_tcp,1
34482_tcp,1
34560_tcp,1
34666_tcp,1
34866_tcp,1
35003_tcp,1
35010_tcp,1
35060_tcp,1
3506_tcp,1
3536_tcp,1
3540_tcp,1
35559_tcp,1
3569_tcp,1
35736_tcp,1
35875_tcp,2
35915_tcp,1
35940_tcp,1
3609_tcp,3
3612_tcp,3
36210_tcp,1
36345_tcp,1
36509_tcp,3
36889_tcp,1
37015_tcp,1
3701_tcp,4
37224_tcp,1
37259_tcp,1
3730_tcp,2
37312_tcp,1
37597_tcp,1
37714_tcp,1
37765_tcp,2
37829_tcp,1
37952_tcp,1
37982_tcp,1
3800_tcp,1
3812_tcp,2
38168_tcp,1
38485_tcp,1
38542_tcp,1
38789_tcp,1
3892_tcp,3
3899_tcp,2
39016_tcp,1
3903_tcp,3
39530_tcp,1
3993_tcp,1
3995_tcp,2
39965_tcp,1
40015_tcp,1
40462_tcp,1
4046_tcp,1
4051_udp,8
4055_tcp,1
40642_tcp,1
4064_tcp,4
40803_tcp,1
41548_tcp,1
41597_tcp,1
41665_tcp,1
41748_tcp,1
41806_tcp,1
4180_tcp,2
4197_tcp,1
42020_tcp,1
42303_tcp,1
4230_tcp,4
42389_tcp,1
42408_tcp,2
42591_tcp,1
4267_tcp,4
4295_tcp,5
42972_tcp,1
4297_tcp,3
43211_tcp,1
43248_tcp,1
4339_tcp,2
4341_tcp,2
43466_tcp,1
4372_tcp,3
4374_tcp,2
4385_tcp,1
4393_tcp,2
44148_tcp,1
44220_tcp,1
4424_tcp,2
44469_tcp,1
44951_tcp,1
4507_tcp,1
45119_tcp,1
4520_tcp,2
45391_tcp,1
4541_tcp,2
4543_tcp,3
45485_tcp,1
45486_tcp,1
45797_tcp,1
45820_tcp,1
4582_tcp,4
45871_tcp,1
4592_tcp,2
4599_tcp,2
4604_tcp,2
46079_tcp,1
4627_tcp,3
4638_tcp,4
46401_tcp,1
46612_tcp,1
46623_tcp,1
4664_tcp,3
46726_tcp,1
46781_tcp,1
4679_tcp,2
4688_tcp,3
46893_tcp,1
46907_tcp,1
47017_tcp,1
47113_tcp,1
47179_tcp,1
47263_tcp,1
47319_tcp,1
4743_tcp,2
47456_tcp,1
47519_tcp,1
47574_tcp,1
47687_tcp,1
47717_tcp,1
47723_tcp,1
47851_tcp,1
48044_tcp,1
48215_tcp,1
48321_tcp,1
48368_tcp,1
48374_tcp,1
48505_tcp,1
48537_tcp,1
4859_tcp,3
48619_tcp,3
4873_tcp,2
48810_tcp,1
4883_tcp,3
48854_tcp,1
4903_tcp,2
4913_tcp,2
4933_tcp,1
49465_tcp,2
4948_tcp,3
4976_tcp,2
4989_tcp,1
50334_tcp,2
50344_tcp,1
50588_tcp,1
50752_tcp,1
50822_tcp,1
51051_tcp,1
51321_tcp,1
51421_tcp,1
51698_tcp,1
51867_tcp,1
51885_tcp,1
51895_tcp,2
52208_tcp,1
52437_tcp,1
52962_tcp,3
53166_tcp,1
53857_tcp,1
53878_tcp,1
53905_tcp,1
53994_tcp,1
54132_tcp,1
54136_tcp,1
54396_tcp,1
54488_tcp,1
54549_tcp,1
54648_tcp,2
54894_tcp,1
5525_tcp,1
55376_tcp,1
55436_tcp,1
55441_tcp,1
55484_tcp,1
55597_tcp,1
55947_tcp,1
55966_tcp,1
56032_tcp,1
5630_tcp,2
56739_tcp,1
56824_tcp,1
56838_tcp,1
57379_udp,10
57773_tcp,1
5779_tcp,1
5783_tcp,1
58426_tcp,1
58513_tcp,1
58793_tcp,1
58857_tcp,1
59108_tcp,1
59177_tcp,1
59682_tcp,1
59813_tcp,1
59821_tcp,1
59903_tcp,1
59954_tcp,1
60003_tcp,1
60008_tcp,1
60148_tcp,1
60187_tcp,1
60547_tcp,1
60567_tcp,1
60602_tcp,1
60827_tcp,1
60847_tcp,1
61039_tcp,1
6112_tcp,1
61144_tcp,1
61161_tcp,1
61451_tcp,1
6156_tcp,1
61712_tcp,1
61777_tcp,1
6183_tcp,1
61991_tcp,1
62114_tcp,1
62115_tcp,1
62199_tcp,1
62489_tcp,1
6281_tcp,1
62846_tcp,2
62894_tcp,1
6303_tcp,1
63328_tcp,1
63368_tcp,1
63506_tcp,1
63724_tcp,1
63877_tcp,1
63887_tcp,1
6408_tcp,1
64090_tcp,1
64119_tcp,1
64426_tcp,1
64552_tcp,1
64626_tcp,1
64718_tcp,1
64843_tcp,1
65050_tcp,1
6626_tcp,1
6706_tcp,1
6774_tcp,1
6783_tcp,1
6788_tcp,1
6818_tcp,1
7082_tcp,1
7323_tcp,1
7569_tcp,1
7718_tcp,1
7785_tcp,1
7836_tcp,1
7869_tcp,1
7903_tcp,1
7934_tcp,1
7984_tcp,1
7987_tcp,1
8239_tcp,1
8856_tcp,1
9474_tcp,1
9665_tcp,1
9776_tcp,1
9814_tcp,1
9940_tcp,1
domain,512
10019_tcp,4
10268_tcp,1
1031_tcp,3
10327_tcp,1
10474_tcp,1
1053_tcp,2
1057_tcp,1
10851_tcp,2
10898_tcp,2
10939_tcp,2
1104_tcp,2
1126_tcp,3
11270_tcp,1
1149_tcp,2
1162_tcp,2
11723_tcp,1
11847_tcp,1
11948_tcp,1
1196_tcp,4
11997_tcp,1
12002_tcp,1
12047_tcp,1
1206_tcp,3
12173_tcp,1
12456_tcp,1
1258_tcp,2
1265_tcp,4
12735_tcp,1
12769_tcp,1
1282_tcp,6
12907_tcp,1
12953_tcp,1
13117_tcp,1
1324_tcp,2
13287_tcp,1
13348_tcp,1
13381_tcp,1
13466_tcp,1
13786_tcp,1
1391_tcp,7
13938_tcp,1
1412_tcp,4
1414_tcp,4
14199_tcp,1
14269_tcp,1
14301_tcp,1
1447_tcp,3
1460_tcp,3
1498_tcp,5
1514_tcp,4
15320_tcp,1
15571_tcp,1
15790_tcp,1
15913_tcp,1
16030_tcp,1
16266_tcp,1
16541_tcp,1
1657_tcp,4
16602_tcp,1
16755_udp,10
1680_tcp,4
1693_tcp,2
1696_tcp,2
17038_tcp,1
17137_tcp,1
17216_tcp,1
1748_tcp,3
17524_tcp,1
17614_tcp,1
17862_tcp,1
1790_tcp,3
1800_tcp,5
18275_tcp,1
1829_tcp,1
18319_tcp,1
18411_tcp,1
18525_tcp,1
1853_tcp,4
1863_tcp,3
1864_tcp,3
1865_tcp,2
1869_tcp,3
18720_tcp,1
1888_tcp,3
19021_tcp,1
1906_tcp,4
19074_tcp,1
19081_tcp,1
19107_tcp,1
1930_tcp,4
19326_tcp,1
19751_tcp,3
19789_tcp,1
1979_tcp,3
19928_tcp,1
2007_tcp,2
2010_tcp,3
20124_tcp,1
2021_tcp,5
2022_tcp,4
20371_tcp,1
20472_tcp,1
20500_tcp,1
20501_tcp,1
20574_tcp,1
2075_tcp,3
2077_tcp,6
20811_tcp,1
20825_tcp,1
20847_tcp,1
21071_tcp,1
2111_tcp,2
2116_tcp,3
21179_tcp,1
21278_tcp,1
2129_tcp,3
21500_tcp,1
21568_tcp,1
2156_tcp,3
21652_tcp,1
21761_tcp,1
2177_tcp,3
21817_tcp,1
21848_tcp,1
2188_tcp,4
21987_tcp,1
21991_tcp,1
22008_tcp,1
22113_tcp,1
2228_tcp,4
2235_tcp,3
2239_tcp,4
22535_tcp,1
22543_tcp,1
22585_tcp,2
2260_tcp,4
22637_tcp,1
22640_tcp,1
22937_tcp,1
23256_tcp,1
23260_tcp,1
2333_tcp,4
23353_tcp,2
23445_tcp,1
23477_tcp,1
2347_tcp,3
23490_tcp,1
23754_tcp,2
2377_tcp,6
23808_tcp,1
2391_tcp,4
23970_tcp,1
24070_tcp,1
24375_tcp,1
2437_tcp,4
2444_tcp,4
2472_tcp,4
2481_tcp,2
24895_tcp,1
24978_tcp,1
2503_tcp,3
25202_tcp,2
25383_tcp,1
2558_tcp,5
25617_tcp,1
2597_tcp,2
2605_tcp,4
26083_tcp,1
2609_tcp,3
26221_tcp,1
26232_tcp,1
26335_tcp,1
2659_tcp,2
2666_tcp,3
2683_tcp,2
26931_tcp,1
26942_tcp,1
26990_tcp,1
2702_tcp,3
27071_tcp,1
2716_tcp,4
2718_tcp,2
27327_tcp,2
27379_tcp,1
27421_tcp,1
2756_tcp,3
2763_tcp,3
2817_tcp,3
28212_tcp,1
28263_tcp,1
28331_tcp,1
28356_tcp,1
2838_tcp,3
28538_tcp,1
2865_tcp,1
2871_tcp,3
28764_tcp,1
2898_tcp,3
29385_tcp,1
2956_tcp,4
29743_tcp,1
29827_tcp,1
30003_tcp,1
30110_tcp,1
3018_tcp,4
3045_tcp,2
3051_tcp,2
30521_tcp,1
3052_tcp,3
30559_tcp,1
3069_tcp,1
30800_tcp,1
31160_tcp,1
3116_tcp,2
3131_tcp,2
31371_tcp,1
3138_tcp,2
3179_tcp,3
31870_tcp,1
3193_tcp,1
32115_tcp,1
3214_tcp,2
32299_tcp,1
32509_tcp,1
32563_tcp,2
32576_tcp,1
32676_tcp,1
32893_tcp,2
32923_tcp,1
3301_tcp,3
3311_tcp,1
33126_tcp,1
33466_tcp,1
33470_tcp,1
33583_tcp,1
3363_tcp,1
33883_tcp,1
33964_tcp,1
3422_tcp,1
3428_tcp,2
34613_tcp,1
3462_tcp,2
34761_tcp,1
34785_tcp,1
34799_tcp,1
3488_tcp,4
34919_tcp,1
3522_tcp,1
35531_tcp,2
3566_tcp,3
3567_tcp,1
35737_tcp,1
3582_tcp,3
35960_tcp,1
3602_tcp,3
3603_tcp,2
3626_tcp,3
36361_tcp,1
36467_tcp,1
36573_tcp,1
36735_tcp,1
36751_tcp,1
36933_tcp,1
3698_tcp,2
37003_tcp,1
37499_tcp,1
3756_tcp,2
37585_tcp,1
37625_tcp,2
37793_tcp,1
38053_tcp,1
3814_tcp,1
38233_tcp,1
3862_tcp,4
38770_tcp,1
38907_tcp,1
3894_tcp,2
38978_tcp,1
39257_tcp,1
39329_tcp,1
3933_tcp,2
39642_tcp,1
39661_tcp,1
3968_tcp,3
3972_tcp,1
4012_tcp,3
40146_tcp,1
4023_tcp,3
4049_tcp,2
4056_tcp,2
4061_tcp,4
4071_tcp,3
40903_tcp,1
4118_tcp,1
41404_tcp,1
4144_tcp,2
4145_tcp,2
41600_tcp,1
41785_tcp,1
42009_tcp,1
42167_tcp,1
42256_tcp,1
4227_tcp,2
4244_tcp,2
4281_tcp,2
4299_tcp,2
4301_tcp,1
43024_tcp,1
4338_tcp,3
43716_tcp,1
44282_tcp,1
44404_tcp,1
44423_tcp,1
44506_tcp,1
44579_tcp,1
4467_tcp,3
44733_tcp,2
4499_tcp,1
4500_tcp,1
4505_tcp,1
4513_tcp,1
4518_tcp,3
4525_tcp,3
45320_tcp,1
45360_tcp,1
4553_tcp,3
45647_tcp,1
4573_tcp,3
45861_tcp,1
46128_tcp,1
46134_tcp,1
46150_tcp,1
46166_tcp,1
46482_tcp,1
4648_tcp,3
46584_tcp,1
46760_tcp,2
47154_tcp,1
47200_tcp,1
47203_tcp,1
4750_tcp,3
47529_tcp,1
4774_tcp,3
4782_tcp,3
47983_tcp,1
48099_tcp,1
4825_tcp,4
48495_tcp,1
4856_tcp,4
48773_tcp,1
48834_tcp,2
48931_tcp,1
4912_tcp,2
49588_tcp,1
4962_tcp,3
49738_tcp,1
4982_tcp,1
50097_tcp,1
50183_tcp,1
50218_tcp,1
50290_tcp,1
50372_udp,10
50538_tcp,2
50541_tcp,1
50837_tcp,2
50838_tcp,1
5086_tcp,2
50929_tcp,1
51077_tcp,1
51099_tcp,1
51323_tcp,1
5138_tcp,1
51504_tcp,1
5155_tcp,1
51736_tcp,1
51896_tcp,1
52130_tcp,1
52431_tcp,2
52473_tcp,1
52833_tcp,1
53004_tcp,1
53102_tcp,1
53194_tcp,1
53257_tcp,1
53312_tcp,1
53352_tcp,1
53423_tcp,1
53876_tcp,1
53977_tcp,1
54091_tcp,1
5430_tcp,1
54374_tcp,1
54601_tcp,1
5461_tcp,1
54775_tcp,1
54993_tcp,1
55013_tcp,1
55044_tcp,1
55050_tcp,1
55694_tcp,1
5570_tcp,1
55862_tcp,1
55937_tcp,1
56296_tcp,1
56319_tcp,1
56321_tcp,1
56747_tcp,1
56800_udp,8
56997_tcp,2
57195_tcp,1
57670_tcp,1
57880_udp,2
57928_tcp,1
58102_tcp,1
58114_tcp,1
58306_tcp,1
58381_tcp,1
58555_tcp,1
5861_tcp,1
59167_tcp,1
59273_tcp,1
5930_tcp,1
59356_tcp,1
59402_tcp,1
59406_tcp,1
59611_tcp,1
59637_tcp,1
59746_tcp,1
59803_tcp,1
59998_tcp,1
60275_tcp,1
60726_tcp,1
60801_tcp,1
60853_tcp,1
6087_tcp,1
60901_tcp,1
60977_tcp,2
61043_tcp,1
61057_tcp,1
61213_tcp,1
61354_tcp,1
61367_tcp,1
61406_tcp,1
61571_tcp,1
61623_tcp,1
6203_tcp,1
62220_tcp,1
62224_tcp,1
62264_tcp,1
62552_tcp,1
62658_tcp,1
62861_tcp,2
62964_tcp,1
63482_tcp,1
63790_tcp,1
63802_tcp,2
63875_tcp,1
63881_tcp,1
63917_tcp,1
63980_tcp,1
64086_tcp,1
64150_tcp,1
64167_tcp,1
64365_tcp,1
64470_tcp,1
64567_tcp,1
65083_tcp,1
65085_tcp,1
65112_tcp,1
65117_tcp,1
65324_tcp,1
65409_tcp,1
6641_tcp,1
6928_tcp,1
7260_tcp,1
7282_tcp,2
7313_tcp,1
7388_tcp,1
7398_tcp,1
7604_tcp,1
7716_tcp,1
7793_tcp,1
8223_tcp,1
8432_tcp,1
8893_tcp,2
9164_tcp,1
9644_tcp,2
9713_tcp,1
netbios-ns,74
1034_tcp,1
1042_tcp,2
10626_tcp,1
1076_tcp,2
10822_tcp,1
10916_tcp,1
1091_tcp,5
11115_tcp,1
1116_tcp,1
1119_tcp,3
11606_tcp,1
1160_tcp,4
1170_tcp,4
1175_tcp,5
11787_tcp,1
11803_tcp,1
1185_tcp,2
11898_udp,2
1200_tcp,5
12189_tcp,1
1223_tcp,3
12303_tcp,1
1233_tcp,4
12345_tcp,1
12660_tcp,1
1295_tcp,2
13095_tcp,1
13246_tcp,1
13624_tcp,1
1382_tcp,4
1384_udp,2
14156_tcp,1
1416_tcp,3
14561_tcp,1
14678_tcp,4
14812_tcp,1
14827_tcp,1
14965_tcp,1
15026_tcp,1
15085_tcp,1
1516_tcp,3
15192_tcp,1
1523_tcp,2
15408_tcp,1
15592_tcp,1
1563_tcp,6
1572_tcp,4
15820_tcp,1
1590_tcp,1
1595_tcp,6
15984_tcp,1
16118_tcp,1
1623_tcp,2
16339_tcp,1
1634_tcp,5
16463_tcp,1
16583_tcp,1
1671_tcp,10
16775_tcp,1
16850_tcp,1
16926_tcp,1
1695_tcp,4
17000_tcp,2
17045_tcp,1
17232_tcp,1
17312_tcp,1
1731_tcp,3
17488_tcp,1
17514_tcp,1
1759_tcp,3
1760_tcp,1
1779_tcp,1
18073_tcp,1
1819_tcp,3
18576_tcp,1
1882_tcp,7
1900_tcp,3
19337_tcp,1
19380_tcp,1
1939_tcp,6
19401_tcp,1
1946_tcp,3
19548_tcp,1
19629_tcp,1
19659_tcp,1
1966_tcp,2
19771_tcp,1
19824_tcp,1
19894_tcp,1
20049_tcp,1
2011_tcp,2
20148_tcp,1
20220_tcp,1
20347_tcp,1
20707_tcp,1
20775_tcp,1
20804_tcp,1
2091_tcp,3
21104_tcp,1
21147_tcp,1
2121_tcp,4
21255_tcp,1
21411_tcp,1
21506_tcp,1
21509_tcp,1
2153_tcp,4
21557_tcp,1
21810_tcp,2
21838_tcp,1
21873_tcp,1
2192_tcp,5
22160_tcp,1
22366_tcp,1
2240_tcp,2
22425_tcp,1
22468_tcp,1
2257_tcp,3
22583_tcp,1
22785_tcp,1
2280_tcp,4
2319_tcp,1
23361_tcp,1
23363_tcp,1
2348_tcp,3
2355_tcp,2
2390_tcp,5
2392_tcp,3
24110_tcp,2
2421_tcp,3
24233_tcp,1
24432_tcp,1
2443_tcp,5
24456_tcp,1
24545_tcp,1
24691_tcp,1
2469_tcp,5
24936_tcp,2
2521_tcp,1
25279_tcp,1
25287_tcp,1
25404_tcp,1
2559_tcp,3
25619_tcp,1
25764_tcp,1
25795_tcp,1
25827_tcp,1
25905_tcp,1
25944_tcp,1
25947_tcp,1
2610_tcp,2
2614_tcp,3
2620_tcp,1
26246_tcp,1
2628_tcp,1
2634_tcp,2
26359_tcp,1
2637_tcp,4
26385_tcp,1
2644_tcp,4
26539_tcp,1
26545_tcp,2
2660_tcp,4
26818_tcp,1
2687_tcp,1
2688_tcp,1
26945_tcp,1
2708_tcp,1
27099_udp,2
27128_tcp,1
27280_tcp,1
27330_tcp,1
2734_tcp,3
27510_tcp,1
2766_tcp,3
27715_tcp,1
27763_tcp,1
2787_tcp,1
28020_tcp,1
28033_tcp,2
2811_tcp,1
28381_tcp,1
2843_tcp,2
28614_tcp,1
2884_tcp,2
28870_tcp,2
2889_tcp,1
29215_tcp,1
29284_tcp,1
29584_tcp,1
29782_tcp,1
30101_tcp,1
3021_tcp,1
30333_tcp,1
30384_tcp,1
30418_tcp,1
3059_tcp,3
3066_tcp,1
3075_tcp,3
3077_tcp,5
30809_tcp,1
3109_tcp,3
3110_tcp,5
3128_tcp,3
31341_tcp,1
31411_tcp,1
31424_tcp,1
31480_tcp,1
3152_tcp,2
31552_tcp,1
31698_tcp,1
31706_tcp,1
3172_tcp,2
31961_tcp,1
32102_tcp,1
32149_tcp,1
32192_tcp,1
3219_tcp,2
32433_tcp,1
32471_tcp,1
3258_tcp,3
32625_tcp,2
32655_tcp,1
32712_tcp,2
3293_tcp,2
3294_tcp,3
3298_tcp,2
33098_tcp,1
33315_tcp,1
3336_tcp,2
3338_tcp,3
3347_tcp,2
3349_tcp,1
33502_tcp,2
3360_tcp,4
33714_tcp,1
33775_tcp,1
33781_tcp,1
33815_tcp,1
33907_tcp,1
33984_tcp,1
3419_tcp,3
3434_tcp,1
34358_tcp,3
3447_tcp,2
34481_tcp,1
34492_tcp,1
3455_tcp,1
34778_tcp,1
34869_tcp,1
34910_tcp,1
34952_tcp,1
3497_tcp,2
35088_tcp,1
3512_tcp,1
35141_tcp,1
3519_tcp,1
35228_tcp,1
35367_tcp,1
35659_tcp,1
3568_tcp,3
3570_tcp,2
3600_tcp,1
3622_tcp,2
36403_tcp,1
36764_tcp,1
36861_tcp,1
3713_tcp,1
37155_tcp,1
37207_tcp,1
37303_tcp,2
3739_tcp,2
37493_tcp,1
3759_tcp,3
3768_tcp,1
3771_tcp,1
3774_tcp,2
3776_tcp,4
37988_tcp,1
3803_tcp,3
38062_tcp,1
38067_tcp,2
3820_tcp,3
3829_tcp,3
38301_tcp,1
3830_tcp,1
3841_tcp,2
3842_tcp,2
38432_tcp,2
3848_tcp,2
38735_tcp,1
38757_tcp,1
38838_tcp,1
3897_tcp,1
39027_tcp,1
39138_tcp,2
39199_tcp,1
39272_tcp,2
39565_tcp,1
39613_tcp,1
3964_tcp,2
3986_tcp,3
40047_tcp,1
40174_tcp,1
4018_tcp,4
4035_tcp,2
40377_tcp,1
4052_tcp,1
40786_tcp,1
40934_tcp,1
40998_tcp,3
4105_tcp,1
41068_tcp,2
4110_tcp,4
4113_tcp,3
41156_tcp,1
41414_tcp,1
4172_tcp,3
41933_tcp,1
4194_tcp,2
4212_tcp,3
4224_tcp,1
4239_tcp,3
42446_tcp,1
43084_tcp,1
43152_tcp,1
4318_tcp,2
43216_tcp,1
43236_tcp,1
4323_tcp,2
4327_tcp,2
43365_tcp,1
43531_tcp,1
43588_tcp,1
43690_tcp,1
4379_tcp,1
4386_tcp,1
43967_tcp,1
43980_tcp,1
44155_tcp,1
4416_tcp,3
4420_tcp,2
44747_tcp,1
4477_tcp,3
44813_tcp,1
4491_tcp,1
44922_tcp,1
44946_tcp,1
4510_tcp,2
45141_tcp,1
4530_tcp,2
4536_tcp,2
45388_tcp,1
45488_tcp,1
45622_tcp,1
4566_tcp,3
4567_tcp,2
4581_tcp,2
4591_tcp,4
46147_tcp,1
46157_tcp,1
46221_tcp,1
46521_tcp,1
4662_tcp,4
4666_tcp,2
46886_udp,2
4691_tcp,1
4699_tcp,5
47035_tcp,1
4706_tcp,3
4718_tcp,3
47295_tcp,2
4729_tcp,3
47307_tcp,2
4745_tcp,3
4756_tcp,3
4760_tcp,2
4768_tcp,4
4777_tcp,2
47908_tcp,1
4805_tcp,3
48298_tcp,1
48306_tcp,1
48353_tcp,1
48389_tcp,1
4841_tcp,4
48536_tcp,1
48587_tcp,1
48628_tcp,1
4864_tcp,4
4865_tcp,3
48670_tcp,2
4879_tcp,2
48827_tcp,1
48861_tcp,2
49015_tcp,1
49122_tcp,1
4917_tcp,2
4928_tcp,1
4932_tcp,1
49334_tcp,2
4940_tcp,1
49418_tcp,1
49430_tcp,1
49498_tcp,1
49635_tcp,1
4963_tcp,3
49966_tcp,1
50074_tcp,1
50210_tcp,1
50497_tcp,1
50526_tcp,1
50666_tcp,1
50722_tcp,1
50759_tcp,1
50792_tcp,1
51342_tcp,1
51426_tcp,2
51765_tcp,1
5189_tcp,1
52072_tcp,2
52948_tcp,1
52992_tcp,1
5302_tcp,1
53041_tcp,1
53207_tcp,1
53356_tcp,1
53454_tcp,1
5375_tcp,1
53910_tcp,1
54012_tcp,1
54333_tcp,1
5433_tcp,1
5438_tcp,1
54485_tcp,1
54530_tcp,1
54738_tcp,1
55091_tcp,1
55140_tcp,1
55501_tcp,1
5560_tcp,1
55627_tcp,1
55630_tcp,1
56071_tcp,1
56311_tcp,1
56347_tcp,1
56407_tcp,1
56531_tcp,1
56536_tcp,2
56664_tcp,1
56731_tcp,1
56742_tcp,1
56868_tcp,1
5697_tcp,1
57006_tcp,1
57271_tcp,1
57466_tcp,1
57969_tcp,1
58214_tcp,1
58645_tcp,2
59015_tcp,2
59093_tcp,1
59476_tcp,1
5947_tcp,1
59620_tcp,1
59955_tcp,2
59974_tcp,1
60007_tcp,1
60080_tcp,1
60226_tcp,1
60255_tcp,1
60270_tcp,1
60362_tcp,1
60813_tcp,2
60835_tcp,1
61187_tcp,1
6121_tcp,1
61433_tcp,1
61505_tcp,1
61895_tcp,1
61933_tcp,1
62022_tcp,1
62555_tcp,1
62656_tcp,2
62679_tcp,1
62910_tcp,2
63010_tcp,1
63219_tcp,1
63385_tcp,2
63510_tcp,2
64060_tcp,2
64147_tcp,1
65065_tcp,1
6506_tcp,1
65080_tcp,1
65316_tcp,1
6586_tcp,1
7457_tcp,1
7463_tcp,1
7634_tcp,1
7670_tcp,1
7685_tcp,1
7826_tcp,1
7896_tcp,1
8144_tcp,1
8207_tcp,1
8210_tcp,1
8226_tcp,1
8394_tcp,1
8439_tcp,1
8574_tcp,1
9126_tcp,1
9667_tcp,1
9767_tcp,1
9976_tcp,1
9987_tcp,1
1055_tcp,1
10654_tcp,1
1067_tcp,2
10731_tcp,1
10902_tcp,1
10972_tcp,1
1101_tcp,3
1107_tcp,2
1113_tcp,3
1117_tcp,2
11209_tcp,1
11605_tcp,1
11738_tcp,1
11751_tcp,1
1180_tcp,2
1183_tcp,3
11889_tcp,1
12132_tcp,1
1216_tcp,5
12362_tcp,1
1242_tcp,2
1262_tcp,2
12669_tcp,1
1280_tcp,4
12850_tcp,1
1288_tcp,4
12975_tcp,1
1311_tcp,5
1317_tcp,5
13217_tcp,1
1333_tcp,5
1352_tcp,4
1372_tcp,3
13823_tcp,1
13892_tcp,1
1400_tcp,3
1409_tcp,4
1444_tcp,2
1467_tcp,5
14800_tcp,1
14904_tcp,1
15196_tcp,1
15230_tcp,2
1525_tcp,6
1535_tcp,4
15361_tcp,1
15492_tcp,1
15692_tcp,1
15792_tcp,1
15802_tcp,1
15876_tcp,1
1602_tcp,4
16037_tcp,1
16321_tcp,1
1632_tcp,5
16559_tcp,1
1660_tcp,1
16642_tcp,1
16653_tcp,1
1668_tcp,2
1677_tcp,1
1688_tcp,7
1692_tcp,3
17217_tcp,1
17344_tcp,1
1741_tcp,3
17446_tcp,1
17509_tcp,1
17533_tcp,1
1753_tcp,2
17675_tcp,1
1784_tcp,3
1793_tcp,4
17982_tcp,1
1801_tcp,4
1805_tcp,3
18133_tcp,1
18156_tcp,1
1817_tcp,3
18212_tcp,1
18393_tcp,1
18397_tcp,2
18428_tcp,1
1842_tcp,3
1847_tcp,4
18522_tcp,2
18523_tcp,1
18644_tcp,1
18691_tcp,1
1884_tcp,3
18999_tcp,1
19155_tcp,1
19161_tcp,1
1923_tcp,2
